  -1.5000000e+05  -2.5000000e+05  -0.0000000e+00  -1.4315641e-03   2.4663098e-02  -2.5812374e-03   1.0000000e-02   1.0000000e-02   1.0000000e-02
  -1.3983051e+05   2.5000000e+05  -0.0000000e+00   1.1071353e-01  -3.8923126e-02   1.1208044e-02   1.0000000e-02   1.0000000e-02   1.0000000e-02
  -1.2966102e+05  -1.5000000e+05  -0.0000000e+00   4.5242995e-02   2.4040407e-02  -8.7243010e-03   1.0000000e-02   1.0000000e-02   1.0000000e-02
  -1.1949153e+05   1.5000000e+05  -0.0000000e+00   1.6913445e-01  -1.8856481e-02   1.4239597e-02   1.0000000e-02   1.0000000e-02   1.0000000e-02
  -1.0932203e+05  -5.0000000e+04  -0.0000000e+00   1.0835140e-01   2.1469745e-02   6.2544205e-03   1.0000000e-02   1.0000000e-02   1.0000000e-02
  -9.9152542e+04   5.0000000e+04  -0.0000000e+00   2.3358108e-01   3.8660577e-03   1.3795390e-02   1.0000000e-02   1.0000000e-02   1.0000000e-02
  -8.8983051e+04  -2.5000000e+05  -0.0000000e+00   3.0692455e-02   2.6857353e-02  -1.7157534e-02   1.0000000e-02   1.0000000e-02   1.0000000e-02
  -7.8813559e+04   2.5000000e+05  -0.0000000e+00   1.0781825e-01  -1.9490156e-02  -7.5658162e-03   1.0000000e-02   1.0000000e-02   1.0000000e-02
  -6.8644068e+04  -1.5000000e+05  -0.0000000e+00   3.2353600e-02   4.9397270e-03  -1.1030023e-02   1.0000000e-02   1.0000000e-02   1.0000000e-02
  -5.8474576e+04   1.5000000e+05  -0.0000000e+00   2.8168665e-01  -7.5951955e-03   1.5806863e-02   1.0000000e-02   1.0000000e-02   1.0000000e-02
  -4.8305085e+04  -5.0000000e+04  -0.0000000e+00   1.2573272e-01   1.8532646e-02  -1.8997899e-02   1.0000000e-02   1.0000000e-02   1.0000000e-02
  -3.8135593e+04   5.0000000e+04  -0.0000000e+00   3.7959421e-01   5.4480249e-03   1.5772713e-02   1.0000000e-02   1.0000000e-02   1.0000000e-02
  -2.7966102e+04  -2.5000000e+05  -0.0000000e+00   5.2087681e-03  -3.5573358e-03  -1.9640225e-03   1.0000000e-02   1.0000000e-02   1.0000000e-02
  -1.7796610e+04   2.5000000e+05  -0.0000000e+00   1.1434715e-01  -8.0375522e-04  -1.2764362e-02   1.0000000e-02   1.0000000e-02   1.0000000e-02
  -7.6271186e+03  -1.5000000e+05  -0.0000000e+00   1.9801387e-02  -1.4020725e-02  -1.3596296e-02   1.0000000e-02   1.0000000e-02   1.0000000e-02
